id,volume
1109,6745
1111,9686
1113,18390
1115,37966
1117,5444
1119,93887
1121,144818
1123,391312
1125,1602
1127,63167
1129,21349
1131,16840
1133,1428
1135,312147
1137,1133
1139,1787
1141,2274
1143,3701
1145,1788
1147,14541
1149,16131
1151,116
1153,3258
1155,1423
1157,4247
1159,4693
1161,7392
1163,75915
1165,3282
1167,5214
1169,13452
1171,2057
1173,426
1175,324
1177,1126
1179,2565
1181,1428
1183,2177
1185,11267
1187,593
1189,1354
1191,2988
1193,4599
1195,433
1197,6470
1199,17629
1201,81637
1203,8770
1205,7045
1207,5844
1209,11715
1211,3277
1213,18399
1215,25935
1217,1627
1219,5
1221,1
1223,0
1225,1
1227,0
1229,0
1231,126
1233,8
1237,798
1239,146
1241,54
1243,748
1245,381
1247,2223
1249,1369
1251,1
1253,1
1255,1
1257,10
1259,1206
1261,0
1263,1
1265,2273
1267,1018
1269,1704
1271,3276
1273,38343
1275,34280
1277,1073
1279,5626
1281,1120
1283,407
1285,416
1287,1726
1289,3751
1291,2884
1293,1010
1295,2061
1297,1254
1299,2730
1301,5028
1303,35009
1305,26837
1307,1433
1309,3288
1311,4241
1313,348
1315,7932
1317,10647
1319,44391
1321,2368
1323,3048
1325,5787
1327,725
1329,10939
1331,4317
1333,13298
1335,3295
1337,1536
1339,7914
1341,97
1343,9798
1345,2674
1347,53902
1349,2900
1351,6901
1353,6912
1355,4791
1357,5160
1359,13838
1361,1287
1363,952
1365,3327
1367,1358
1369,7746
1371,11134
1373,9060
1375,601
1377,5013
1379,1376
1381,3749
1383,1646
1385,928
1387,2477
1389,275
1391,1960896
1393,161024
1395,27349
1397,1328941
1399,106424
1401,2234
1403,2598
1405,8133
1407,2452
1420,573
1422,1164
1424,957
1426,156
1428,2090
1430,473
1432,5111
1434,1728
1436,1324983
1438,21026
1440,60148
1442,7530
1444,10969
1446,7160
1448,10782
1450,7
1452,3117
1454,2134
1456,1674
1462,2011
1464,303502
1470,1572
1472,1629
1474,1883
1476,2152
1478,422
1511,962182
1513,4718273
1515,6267378
1517,9307934
1519,1807401
1521,3917093
1523,31525
1539,1170712
1540,6112
1550,1956
1552,134
1573,1021
1592,1143
1595,1147
1597,1100
1599,433
1601,1534483
1603,2767133
1605,1824046
1607,1616024
1609,167405
1611,54302
1613,13932
1615,243416
1617,1737623
1619,2050997
1621,1250745
1623,1485852
1625,333494
1627,138568
1629,60645
1631,145437
1635,623509
1637,574013
1639,293687
1641,27633
1643,26933
1645,34547
1654,1268127
1656,1107830
1658,820689
1660,1464648
1662,469600
1664,7115
1673,331070
1675,15835
1677,42296
1679,45565
1681,90224
1683,53862
1692,261070
1694,19690
1696,39171
1698,53034
1700,58393
1702,50392
1704,108589
1712,12951
1714,13600
1716,544
1718,1403
1720,8166
1722,1
1724,850
1725,49195
1727,18231
1729,22825
1731,47309
1733,19182
1734,3056099
1735,481
1737,21293
1739,104726
1741,233669
1743,74137
1745,1170421
1747,800595
1749,595156
1751,861736
1753,1540187
1755,2869
1757,658
1759,838025
1761,3453090
1763,2001
1765,2479
1767,5624
1769,953
1771,894
1773,2130
1775,3568288
1777,7975868
1779,14339851
1781,24349
1783,3331905
1785,523
1787,143
1789,26663
1791,469
1793,37892
1794,2291
1823,16091
1831,912
1833,1194
1835,1875
1837,1915
1854,41614
1859,79
1861,1
1865,0
1869,0
1871,0
1873,1
1875,17
1877,0
1879,0
1881,0
1885,1324
1887,600
1891,54903
1897,14602
1905,10497
1907,5163
1909,1251
1911,58
1913,7720
1915,69
1917,69997
1919,229260
1921,2192
1923,90666
1925,993120
1927,175813
1929,168465
1931,442992
1933,166473
1935,1634601
1937,7806958
1939,5235538
1941,1159603
1942,329979
1944,231291
1947,92339
1949,1806
1951,33268
1953,100586
1955,223843
1957,29456
1959,2220
1961,1034
1963,260323
1965,104490
1969,2856
1971,218860
1973,113271
1975,183810
1978,11334
1980,212121
1982,217048
1985,180388
1987,9420958
1989,442
1993,4186104
2003,66162
2007,7215
2011,18726
2015,10930
2017,38
2019,131
2021,24
2023,17
2025,85
2026,339
2028,267
2030,13
2032,1
2034,2
2036,0
2038,0
2040,1
2048,111
2054,182
2064,272
2074,119
2080,125
2084,787
2092,164
2102,28526
2104,82
2106,22
2108,119375
2110,1
2112,153
2114,234382
2116,317
2118,43850
2120,1179
2122,2
2124,6
2126,1407
2128,667
2130,64537
2132,31974
2134,11368
2136,20485
2138,95004
2140,3292
2142,52387
2150,1199
2152,9297
2162,8861
2164,54
2165,22
2166,74
2167,2
2169,435
2171,22114
2185,200
2187,145
2191,130
2195,154
2203,0
2205,157
2209,284
2213,109
2217,432
2219,0
2221,0
2223,0
2225,0
2227,0
2229,0
2231,6
2233,0
2235,0
2237,0
2239,0
2241,0
2243,25
2253,289
2255,196
2259,80
2277,57
2281,84
2283,11497
2289,92133
2293,6991
2297,40797
2301,103137
2307,1964
2309,22067
2313,173192
2315,236563
2317,16331
2319,125
2321,2196
2323,60389
2325,1627
2327,10700
2337,25
2341,72
2343,210
2347,24896
2349,366581
2351,823903
2353,6276110
2355,287176
2357,10597456
2359,3726331
2361,4856927
2363,888773
2366,606
2368,85
2370,8
2428,24754
2430,18546
2432,3067
2434,975459
2436,371466
2438,1176
2440,335945
2442,329581
2444,476879
2446,19932
2448,28173
2450,10486
2452,131634
2454,46685
2456,70
2458,1779
2460,126
2462,539
2464,230
2466,246
2468,219
2470,561
2472,492
2474,29
2476,15
2481,148720
2483,669709
2485,253235
2487,1691
2489,1800
2491,5651
2493,5806
2495,4517
2497,33625
2499,185031
2501,175013
2503,204874
2505,873151
2507,708199
2509,1171991
2520,31
2522,49
2524,74
2526,113
2550,484694
2552,281991
2568,6271
2570,10763
2572,197027
2577,211
2579,486
2581,476
2583,95
2585,52
2587,49
2589,50
2591,67
2593,52
2595,54
2597,55
2599,64
2601,49
2603,54
2605,64
2607,113
2609,108
2611,106
2613,98
2615,137
2617,99
2619,151
2621,192
2623,43
2625,48
2627,81
2629,80
2631,38
2633,47
2635,37
2637,39
2639,41
2641,36
2643,92
2645,68
2647,68
2649,63
2651,69
2653,82
2655,111
2657,162
2659,130
2661,99
2663,76
2665,90
2667,94
2669,81
2671,65
2673,132
2675,89
2859,2811
2861,1374
2862,1237
2864,64897
2865,42944
2866,131620
2876,3058
2878,310
2890,123
2894,296
2896,17
2898,8
2900,206
2902,131
2904,661
2906,120
2908,24
2910,479
2912,224
2914,1398
2916,10
2918,43
2920,124
2922,192
2924,233
2926,25
2928,7
2930,40
2932,46
2934,323
2936,10
2938,12
2940,74
2942,295
2955,54
2961,587
2970,554207
2972,42
2974,167
2976,48
2997,3
2998,270089
3000,296355
3002,786766
3004,669922
3008,102179
3010,73776
3012,2001
3014,164
3016,419718
3018,181524
3020,2064
3022,4193
3024,804106
3026,204304
3028,2171
3030,2302
3032,3152
3034,728
3036,21
3038,132
3040,94159
3042,114132
3044,256
3046,34576
3049,358668
3051,267777
3053,3670
3054,807
3093,2130
3094,0
3095,0
3096,37
3097,168
3098,25
3099,760
3100,44
3101,769
3105,25123
3107,173
3122,800
3123,0
3125,6390
3138,374226
3140,1357
3142,2140495
3144,1811305
3157,42
3159,78
3162,101
3183,923
3188,67
3190,1
3192,1
3194,0
3196,5
3198,3
3200,86
3202,5764
3204,3423
3211,4108
3216,264
3226,4343
3228,304
3239,20378
3325,68204
3327,5
3329,21
3331,3
3333,20
3335,1
3337,0
3339,15
3341,4
3343,97
3345,21
3347,11
3349,2
3351,54
3353,46
3355,3871
3357,4
3359,3
3361,12
3363,1966
3365,45
3367,479
3369,676
3371,26
3373,110
3379,554
3381,163
3385,360
3387,676
3389,413
3391,543
3393,38
3396,1606
3398,570
3400,464
3402,674
3404,3119
3406,1737
3408,51327
3410,54418
3412,6
3414,51
3420,9847
3422,12134
3424,0
3426,0
3428,5
3430,12467
3432,56
3434,41
3436,19
3438,672
3440,489
3442,140
3444,601
3446,188
3448,5594
3470,1567
3472,39
3473,61
3474,53
3475,65
3476,86
3477,38
3478,29
3479,55
3480,29
3481,65
3483,59
3485,76
3486,72
3488,64
3678,414
3749,1308
3751,1266
3753,70
3755,431
3759,2
3761,6
3763,6
3765,2
3767,19
3769,0
3771,1
3773,0
3775,1
3777,5
3779,10
3781,5
3783,1
3785,11
3787,2
3789,37
3791,214
3793,4
3795,4
3797,158
3799,127
3801,3136
3803,33
3827,229
3828,218
3829,237
3830,233
3831,280
3832,260
3833,261
3834,276
3835,215
3836,201
3837,189
3838,222
3853,236643
4012,27048
4014,677
4016,6
4087,18724
4089,1086
4091,3398
4093,3750
4095,1664
4097,4451
4099,237
4101,2483
4103,2404
4105,171
4107,118
4109,259
4111,606
4113,526
4115,105
4117,298
4119,63
4121,243
4123,33
4125,203
4127,206
4129,554
4131,6582
4151,3526
4153,4428
4156,227
4161,32313
4162,113
4164,279
4166,152
4168,215
4170,176
4207,1772
4298,320
4300,394
4302,309
4304,799
4306,401
4308,358
4310,510
4315,151
4317,5
4319,7
4321,1
4323,0
4325,527
4327,142
4329,157
4331,108
4333,505
4335,41
4337,50
4339,11
4341,13
4343,42
4345,89
4347,349
4349,28
4351,246
4353,133
4355,7
4357,201
4359,2
4361,5
4363,11
4365,126
4367,240
4369,3
4371,56
4373,77
4375,1
4377,56
4379,67
4381,28
4383,7
4385,344
4387,15
4389,19
4391,5
4393,58
4395,18
4397,58
4399,11
4401,18
4403,71
4405,494
4407,61
4409,27
4411,176
4413,143
4417,33470
4419,969
4421,192
4423,79
4436,57
4438,301
4440,204
4456,580
4458,106
4460,32578
4517,619
4522,65
4525,12312
4527,29063
4529,219
4532,79
4535,7
4537,166
4540,287
4542,1077268
4544,293
4546,30
4548,630
4551,296
4580,62
4582,0
4585,15836
4587,5952
4591,76
4593,85
4595,0
4600,141
4608,5
4627,579
4668,229
4675,4641
4684,143
4687,622
4689,10
4694,2188469
4695,1683249
4696,5806118
4697,3715908
4698,1345450
4699,7360495
4708,620
4710,898
4712,1051
4714,1002
4716,579
4718,570
4720,549
4722,589
4724,235
4726,215
4728,177
4730,229
4732,505
4734,223
4736,1166
4738,1053
4740,577881
4745,342
4747,111
4749,378
4751,854
4753,490
4755,156
4757,191
4759,888
4773,283
4778,5609
4783,5530
4788,0
4793,36960
4798,77560
4803,83481
4812,587
4819,282709
4820,429383
4821,647
4822,117267
4823,100214
4824,93270
4825,1
4827,152
4830,31
4832,87
4834,409
4842,7804
4844,233
4846,21
4848,16
4850,271
4860,68
4866,444
4872,158
4878,155
4884,1563
4890,1422
4896,1456
4902,1475
4908,46
4914,32
4920,37
4926,33
4932,208
4938,40
4944,189
4950,205
4956,82
4962,6
4968,72
4974,318
4980,133
4986,23
4992,21
4998,204
5001,770
5003,173
5014,104
5016,143
5018,17
5024,5
5026,7
5028,10
5030,1
5032,4
5034,8
5036,0
5038,2
5040,6
5042,5
5044,13
5046,32
5048,0
5050,9
5052,4
5075,461651
5096,38036
5097,19813
5098,21974
5099,34980
5100,80913
5101,82398
5102,24719
5103,14132
5104,10808
5105,9725
5106,9363
5280,9060
5281,4013
5282,4094
5283,11734
5284,12401
5285,7364
5286,7945
5287,6516
5288,18958
5289,16995
5290,11111
5291,52729
5292,37947
5293,13640
5294,16455
5295,133253
5296,98667
5297,18226
5298,28017
5299,17190
5300,103095
5301,18165
5302,10588
5303,15382
5304,61733
5305,1380483
5306,375669
5307,762054
5308,331641
5309,125786
5310,43920
5311,92695
5312,26936
5313,16073
5314,15185
5315,21563
5316,22103
5318,808103
5319,528304
5320,113599
5321,109150
5322,145255
5323,102837
5324,392951
5325,446
5329,643
5331,3533
5341,2190
5343,1717
5345,6
5350,23976
5352,0
5354,108906
5370,6359
5371,11661
5372,15498
5373,19389
5374,24311
5376,126924
5386,16066
5396,20913
5406,4953
5416,16526
5418,1583476
5438,1087
5458,496
5478,794
5496,3071
5497,1949
5498,1352
5499,2759
5500,6509
5501,21214
5502,21509
5503,11663
5504,186505
5516,411
5521,83772
5523,697
5525,32023
5527,1883
5529,1608
5531,936
5533,2156
5535,7688
5537,1087
5539,635
5541,534
5543,300
5547,74
5549,10
5574,362
5575,531
5576,457
5616,0
5617,0
5618,300
5619,46
5620,0
5621,621
5622,0
5623,0
5624,415
5625,1
5626,97812
5627,9511
5628,0
5629,0
5630,2
5631,0
5632,0
5633,0
5634,60
5635,0
5636,10
5637,0
5638,0
5639,0
5640,1201
5641,8840
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,26
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,2004
5661,0
5662,0
5663,0
5664,0
5665,0
5666,1
5667,98949
5668,0
5670,0
5672,0
5674,1
5676,0
5678,711
5680,385
5682,1
5686,7
5688,2
5690,2
5692,1
5694,2
5696,12
5698,4881
5700,1
5704,0
5706,0
5708,0
5710,0
5712,0
5714,0
5716,0
5718,0
5720,1
5722,1
5724,1
5726,1
5728,11
5730,87
5734,0
5736,0
5739,6
5741,0
5743,107
5745,0
5747,390
5749,0
5751,46
5753,17
5755,1379
5757,91
5759,17046
5761,1
5763,17
5765,0
5767,142
5769,44
5777,14
5785,16
5793,20
5801,1
5809,0
5817,50
5825,1
5833,0
5841,0
5849,7
5857,0
5865,0
5873,0
5881,0
5889,0
5897,0
5905,2
5913,0
5921,0
5929,0
5931,74160
5933,4558
5935,36609
5937,4110
5940,14013
5943,3223
5945,55
5947,100
5949,633
5952,221956
5954,4594
5956,826
5958,10843
5968,12822
5970,87710
5972,318289
5974,724793
5980,38761
5982,416003
5984,4234
5986,31847
5988,2788
5992,10
5994,43
5996,21
5998,245339
6000,56
6002,44420
6004,23357
6006,315
6008,1741
6010,863
6012,160
6014,364
6016,281200
6018,90640
6020,2366
6022,1249
6024,39253
6026,13306
6028,9255
6030,42251
6032,349654
6034,548144
6036,10319
6038,101
6043,766
6045,1153
6047,2200
6049,14050
6051,4822
6055,26575
6061,0
6062,0
6128,32
6129,95
6130,365
6131,11
6133,34
6135,124
6137,7
6139,102
6141,97
6143,9
6145,0
6147,6
6149,8
6151,15
6153,5
6155,2361
6157,5
6159,11
6161,12
6163,2
6165,6
6167,1
6169,5
6171,7649
6173,0
6211,866
6213,58
6215,3
6235,18
6237,0
6257,5
6259,3
6279,25
6281,105
6283,44
6285,112
6287,57
6289,614586
6291,1158
6297,10
6299,21
6305,838
6306,1217109
6311,103
6313,393
6315,7
6317,154
6319,1500
6322,1167
6324,877
6326,17224
6328,19306
6330,841
6332,4962249
6333,970168
6335,110
6337,77
6339,117
6341,5
6343,2
6345,0
6347,0
6349,10
6351,6
6353,4
6355,0
6357,5
6359,2
6361,2
6363,0
6365,1
6367,7
6369,0
6371,4
6373,2
6375,2
6377,16
6379,2
6382,6
6384,16
6386,5
6388,25
6390,19
6392,62
6394,63
6396,54
6398,18
6400,34
6402,5
6404,7
6406,4
6408,2
6410,0
6412,2
6414,0
6416,46
6418,44
6420,13
6470,4871
6472,4094
6474,50
6476,151
6522,2202
6523,475
6524,793
6525,24
6526,106
6527,20
6528,1043
6562,308
6563,104
6568,1082
6571,487
6573,191
6575,1
6577,1
6579,0
6581,2
6583,99
6585,3565
6587,1
6589,1
6591,2
6593,0
6595,0
6597,0
6599,1
6601,0
6603,94
6605,1
6607,3
6609,31
6611,4
6613,0
6615,5
6617,199
6619,160
6621,5
6623,16
6625,84
6627,2
6629,35
6631,1
6633,10
6667,7220
6681,116
6685,890030
6687,239458
6689,6081
6691,3601
6693,710223
6697,29245
6701,13867
6703,6553
6705,109002
6724,235
6729,85353
6731,1119
6733,1320
6735,1373
6737,1845
6739,2031
6750,86
6752,83
6760,38
6762,37
6764,38
6794,6
6809,437
6812,171059
6814,307
6889,761
6891,1
6908,8
6910,7
6912,6
6914,462
6916,83
6918,67
6920,635
6922,135
6924,58
6959,24
6962,1112
6971,34
6973,26
6975,27
6977,176
6979,90
6981,102
6983,390
7051,93
7054,2564
7056,3505
7058,2485
7060,33269
7062,0
7064,0
7066,0
7068,14
7070,0
7072,9
7074,0
7076,1
7078,1433
7080,0
7082,1708
7084,0
7086,0
7088,2606
7110,5
7112,19
7114,1216
7116,3
7122,7
7124,30
7126,42
7128,2
7130,25
7132,39
7134,7
7136,22
7138,116
7158,793
7159,158
7162,1
7168,2
7170,13
7176,1
7178,6963
7186,10818
7188,2719
7196,8541
7198,17265
7206,4981
7208,12348
7216,210998
7218,160559
7223,311
7225,236
7228,0
7319,53
7321,104
7323,49
7325,66
7327,73
7329,12784
7330,10924
7331,12392
7332,41
7334,39
7336,98
7338,47
7340,41
7342,45
7344,28
7346,40
7348,133
7350,38
7352,59
7354,53
7356,28
7358,43
7360,36
7362,75
7364,57
7366,62
7368,35
7370,150
7372,77
7374,35
7376,30
7378,176
7380,165
7382,75
7384,54
7386,74
7388,43
7390,147
7392,83
7394,113
7396,89
7398,339
7399,382
7400,133
7416,34989
7418,68891
7433,32
7435,2
7437,2
7439,1
7441,2
7443,2
7445,69
7447,2
7449,2
7451,5
7466,0
7468,191
7521,10
7566,625
7568,208
7650,160
7660,73
7662,28
7664,1
7666,0
7668,84
7759,73
7761,42
7763,12
7765,7
7767,141
7769,216
7771,627
7801,52
7919,104
7936,96172833
7939,56
7944,1139393
7946,915675
8007,300770
8008,116304
8009,176350
8010,174258
8011,139294
8012,10465
8013,1543087
8014,16448
8015,171074
8016,5
8017,6
8018,1745
8019,0
8020,65
8021,3
8417,501
8419,3847
8421,1895
8423,1751
8425,1566
8427,267
8429,257
8431,10061
8433,1755
8435,4031
8437,9
8439,0
8441,1
8443,41
8445,7
8447,4
8449,14
8451,11
8453,20
8455,8
8457,12
8459,15
8461,13
8496,1533
8498,6
8500,1
8502,159
8504,4
8506,3
8508,0
8510,3
8512,2
8514,3
8516,0
8518,0
8520,24
8522,8
8524,0
8526,2
8528,0
8530,1
8532,59
8548,2
8550,2
8552,5
8554,13
8556,0
8558,110
8560,0
8562,8
8564,0
8566,5
8568,0
8570,99
8572,0
8574,0
8576,0
8578,0
8580,5
8582,0
8584,0
8586,0
8588,0
8590,0
8592,0
8594,0
8596,0
8598,0
8600,0
8602,0
8604,0
8606,0
8608,0
8610,0
8612,0
8614,1
8616,0
8618,0
8620,0
8622,0
8624,0
8626,0
8628,0
8778,7792218
8780,1910529
8782,5658893
8784,3118
8786,2526
8788,399
8790,34138
8792,58923
8794,1127
8837,941
8872,239
8874,0
8876,1
8878,238
8880,267
8882,1452380
8901,508
8921,542
8924,1
8925,12
8926,6
8927,0
8928,1
9003,5432
9004,766
9026,194
9028,9246
9030,18607
9032,1626
9034,1713
9036,8710
9038,26343
9040,22424
9042,27427
9052,1
9075,12670506
9140,113483
9141,128049
9142,645094
9143,3031860
9144,4701364
9145,6194
9174,457
9177,196
9179,22
9181,752
9183,463
9185,10203
9187,31913
9188,56191
9189,92536
9190,200677
9191,1353548
9192,1194669
9193,2000886
9194,547082
9236,38641
9238,97695
9239,121716
9240,275252
9241,508472
9242,1145957
9243,2257948
9244,2445647
9245,821154
9287,41
9288,0
9289,1200
9290,2385
9291,11410
9292,3348
9294,125
9295,105
9296,0
9297,0
9298,4672
9299,0
9301,0
9302,0
9303,0
9304,110
9305,1762
9306,0
9336,151500
9337,162900
9338,406164
9339,1014726
9340,1150929
9341,1883655
9342,468605
9375,10629
9377,8291
9378,91101
9379,61877
9380,280111
9381,539097
9382,0
9416,208
9418,345
9419,2616
9420,153
9423,100
9425,3
9427,2728
9429,610
9431,1701
9434,42
9436,321
9438,1374
9440,2
9442,222
9444,135
9446,136
9448,21
9450,667
9452,651
9454,203
9457,1
9459,2904
9461,57
9463,53
9465,565
9469,221
9470,127
9472,15
9475,771
9629,16
9634,47
9636,57
9638,38
9640,0
9642,1
9644,2
9666,217
9668,41
9670,13
9672,322
9674,1063
9676,990
9678,182
9729,1
9731,108
9733,105
9735,85138
9736,55003
9739,32409
9741,14841
9743,367
9745,126
9843,0
9844,0
9845,0
9846,0
9847,1
9848,1
9849,3
9850,0
9851,2
9852,0
9853,0
9854,0
9855,0
9856,0
9857,0
9858,4
9859,0
9860,0
9861,0
9862,0
9863,0
9864,1
9865,0
9866,2
9867,3
9978,7341
9980,0
9986,161
9988,57
9994,30
9996,610
9998,2459
10000,376
10002,18
10004,102
10006,12330
10008,43517
10010,893
10012,4689
10014,207
10016,42
10018,75
10020,943
10025,513
10029,7492
10031,8298
10033,508694
10034,2432713
10035,16
10037,20
10039,28
10041,34
10043,37
10045,28
10047,11
10049,18
10051,14
10053,8
10055,9
10057,14
10059,13
10061,6
10063,3
10065,89
10067,50
10069,137
10071,97
10075,1930
10077,4
10079,2
10081,7
10083,2961
10085,425
10087,184146
10088,7310
10089,4587
10090,3508
10091,390289
10093,18
10095,19
10097,25
10099,23
10101,513
10103,39
10105,500
10107,533
10109,280
10111,353
10113,66
10115,6522
10117,110
10119,134
10121,16
10123,35
10125,514
10127,250
10129,62
10132,77
10134,101
10136,5497
10138,2372
10142,222826
10143,2540176
10144,1185148
10145,1017661
10146,680
10147,688
10148,1839
10149,1994
10150,7083
10156,749
10158,103190
10159,13630
10280,127
10282,137
10284,152
10286,109
10288,74
10290,87
10292,50
10294,67
10296,65
10298,40
10300,103
10302,28
10304,51
10306,31
10308,29
10310,45
10312,36
10314,36
10316,45
10318,37
10320,36
10322,34
10324,38
10326,13086
10327,11664
10330,15
10332,16
10334,22
10336,12
10338,20
10340,19
10342,17
10344,5
10346,17
10348,19
10350,15
10352,3
10354,27
10362,43
10364,748
10366,200
10368,257
10370,380
10372,430
10374,314
10376,143
10378,466
10380,410
10382,357
10384,212
10386,362
10388,378
10390,316
10392,37
10394,163
10396,38
10398,39
10400,39
10402,37
10404,45
10406,36
10408,32
10410,23
10412,25
10414,31
10416,34
10418,23
10420,25
10422,24
10424,14
10426,11
10428,18
10430,19
10432,22
10434,20
10436,21
10438,28
10440,40
10442,36
10444,43
10446,460
10448,392
10450,358
10452,382
10454,261
10456,285
10458,115
10460,110
10462,87
10464,82
10466,67
10468,72
10470,61
10472,71
10474,61
10476,191348
10496,912
10564,238
10589,101
10808,208
10810,51911
10812,2930
10814,314
10816,36
10818,282
10820,24
10822,426
10824,451
10826,428
10828,10225
10891,1187
10925,89818
10927,517
10929,136
10931,99
10937,4280
10952,4
10954,115
10956,527
10958,36
10973,208
10978,194
10981,670
10999,86
11037,372
11061,173
11065,244
11069,309722
11072,11555
11074,2380
11076,30480
11079,563
11085,82848
11088,2991
11090,104315
11092,255540
11095,78079
11105,1907
11113,21514
11115,51825
11118,2448
11126,52338
11128,495
11130,0
11133,757
11200,451
11205,0
11212,2753099
11227,2233
11228,4246
11229,109723
11230,3333471
11231,605
11232,2514778
11233,2955
11234,42797
11235,788
11237,797761
11238,15019
11240,89780
11242,249221
11244,12104
11246,37222
11248,614034
11250,42771
11252,29385
11254,8309
11256,1503
11260,991312
11280,15
11284,1402
11286,97
11324,13759
11326,86497
11328,53991
11330,82306
11332,52426
11334,48403
11335,21
11367,12
11369,5
11371,21
11373,1
11375,56
11377,911
11379,1
11382,0
11384,0
11386,0
11389,0
11391,0
11393,0
11396,0
11398,0
11400,0
11403,0
11405,0
11407,0
11410,0
11412,3
11414,0
11417,2
11419,4
11429,325
11431,0
11433,0
11435,0
11437,0
11439,0
11441,0
11443,226
11445,2
11447,0
11449,0
11451,0
11453,1
11455,0
11457,0
11459,0
11461,1
11463,2
11465,3646
11467,8
11469,106
11471,0
11473,1289
11475,21
11477,0
11479,0
11481,1024
11483,0
11485,17
11487,2
11489,10
11491,0
11493,15
11495,0
11497,2
11499,1
11501,549
11503,1
11505,51
11507,1
11509,108
11511,4
11513,132
11515,0
11517,2
11519,0
11521,0
11523,0
11785,772
11787,112
11789,41
11791,124
11798,234
11802,2472
11804,1464
11806,495
11808,276
11810,26
11812,96
11814,34
11816,16
11818,174
11820,216
11822,204
11824,350
11826,500
